地名,センター（center.csvを使わない場合は空白化）,燃やすごみ,蛍光灯・乾電池,燃やさないごみ,かん,びん,剪定枝・草,ペットボトル・衣類,紙類
美サシ,,火 金,20200130 20200326 20200528 20200723 20200924 20201126,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200203 20200302 20200406 20200504 20200601 20200706 20200803 20200907 20201005 20201102 20201207,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228
養田北,,火 金,20200130 20200326 20200528 20200723 20200924 20201126,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200203 20200302 20200406 20200504 20200601 20200706 20200803 20200907 20201005 20201102 20201207,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228
旭,,火 金,20200130 20200326 20200528 20200723 20200924 20201126,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200203 20200302 20200406 20200504 20200601 20200706 20200803 20200907 20201005 20201102 20201207,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228
養田南,,火 金,20200130 20200326 20200528 20200723 20200924 20201126,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200203 20200302 20200406 20200504 20200601 20200706 20200803 20200907 20201005 20201102 20201207,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228
大崎,,火 金,20200130 20200326 20200528 20200723 20200924 20201126,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200203 20200302 20200406 20200504 20200601 20200706 20200803 20200907 20201005 20201102 20201207,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228
尾上グリーンハイツ,,火 金,20200130 20200326 20200528 20200723 20200924 20201126,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200203 20200302 20200406 20200504 20200601 20200706 20200803 20200907 20201005 20201102 20201207,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228
新野辺第１,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第２,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第３,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第５,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第６,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第７,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第８,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
新野辺第９,,火 金,20200217 20200420 20200615 20200817 20201019 20201221,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
北別府,,月 木,20200207 20200403 20200605 20200807 20201002 20201204,20200129 20200226 20200325 20200429 20200527 20200624 20200729 20200826 20200930 20201028 20201125 20201223,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223
